"id","host_is_superhost","neighbourhood_cleansed","zipcode","property_type","accommodates","bathrooms","bedrooms","price","review_scores_rating","availability_365"
"38168259","t","Waterfront Communities-The Island","M5V 1V3","Condominium","4.0","1.0","1.0","150.0","100.0","121.0"
"38192707","t","Niagara","M5V 0G8","Condominium","3.0","1.0","1.0","99.0","null","58.0"
"38204920","t","Waterfront Communities-The Island","M5V 2P1","Condominium","4.0","1.0","1.0","121.0","100.0","2.0"
"38216388","f","Waterfront Communities-The Island","M5V 3Y2","Condominium","8.0","2.0","3.0","400.0","89.0","76.0"
"38235491","f","Waterfront Communities-The Island","M5V 0H5","Condominium","5.0","2.0","2.0","190.0","85.0","57.0"
"38243793","t","Waterfront Communities-The Island","M5V 0J8","Condominium","2.0","1.0","0.0","150.0","100.0","173.0"
"38257492","f","Niagara","M5V 4A2","Apartment","3.0","1.0","1.0","69.0","89.0","41.0"
"38264305","t","Waterfront Communities-The Island","M5V 4A5","Condominium","6.0","1.0","2.0","1000.0","94.0","208.0"
"38291672","f","Niagara","M5V 4A2","Condominium","2.0","1.0","1.0","130.0","95.0","8.0"
"38292012","t","Waterfront Communities-The Island","M5V 2P1","Condominium","2.0","1.0","0.0","135.0","98.0","141.0"
"38292726","f","Waterfront Communities-The Island","M5V 0J9","Condominium","4.0","1.0","2.0","141.0","93.0","8.0"
"38299637","t","Waterfront Communities-The Island","M5V 0E9","Condominium","6.0","2.0","2.0","158.0","96.0","215.0"
"38322222","f","Waterfront Communities-The Island","M5V 2J5","Apartment","2.0","1.0","1.0","99.0","100.0","84.0"
"38323335","f","Waterfront Communities-The Island","M5V 0B4","Condominium","2.0","1.0","1.0","399.0","null","165.0"
"38324884","f","Waterfront Communities-The Island","M5V 0L7","Condominium","3.0","1.0","0.0","251.0","93.0","168.0"
"38343985","t","Waterfront Communities-The Island","M5V 3Y7","Condominium","4.0","1.0","1.0","103.0","96.0","62.0"
"38344538","f","Waterfront Communities-The Island","M5V 3W6","Condominium","6.0","2.0","3.0","350.0","100.0","43.0"
"38346963","f","Waterfront Communities-The Island","M5V 0H1","Condominium","2.0","1.0","1.0","274.0","100.0","119.0"
"38360441","t","Waterfront Communities-The Island","M5V 0G6","Apartment","2.0","1.0","0.0","150.0","98.0","156.0"
"38362345","f","Waterfront Communities-The Island","M5V 3Z5","Condominium","2.0","1.0","1.0","62.0","null","180.0"
"38374057","f","Waterfront Communities-The Island","M5V 0A1","Condominium","6.0","2.5","2.0","8000.0","null","144.0"
"38384775","t","Waterfront Communities-The Island","M5V 0L7","Condominium","4.0","1.0","1.0","251.0","91.0","97.0"
"38387226","f","Niagara","M5V 0G8","Condominium","4.0","1.0","1.0","107.0","99.0","88.0"
"38387929","f","Waterfront Communities-The Island","M5V 0G8","Condominium","4.0","1.0","1.0","107.0","20.0","82.0"
"38411294","f","Waterfront Communities-The Island","M5V 0E9","Condominium","4.0","1.0","1.0","350.0","100.0","206.0"
"38413676","f","Waterfront Communities-The Island","M5V 4A5","Apartment","6.0","1.0","2.0","199.0","93.0","150.0"
"38415377","f","Waterfront Communities-The Island","M5V 4A9","Condominium","6.0","1.0","2.0","300.0","87.0","81.0"
"38427852","t","Waterfront Communities-The Island","M5V 1C1","Condominium","2.0","1.0","1.0","200.0","100.0","23.0"
"38437303","t","Waterfront Communities-The Island","M5V 4B2","Condominium","4.0","1.0","1.0","199.0","98.0","152.0"
"38437485","t","Waterfront Communities-The Island","M5V 0H5","Condominium","6.0","2.0","3.0","388.0","100.0","71.0"
"38463609","t","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","2.0","175.0","99.0","71.0"
"38463659","f","Waterfront Communities-The Island","M5V 0B4","Condominium","2.0","1.0","1.0","150.0","98.0","105.0"
"38480754","t","Waterfront Communities-The Island","M5V 0E9","Condominium","3.0","1.0","1.0","168.0","100.0","73.0"
"38484237","t","Waterfront Communities-The Island","M5V 1V3","Condominium","3.0","1.0","1.0","180.0","98.0","64.0"
"38489094","t","Waterfront Communities-The Island","M5V 0H5","Condominium","6.0","2.0","3.0","498.0","100.0","92.0"
"38521111","t","Waterfront Communities-The Island","M5V 2J5","Apartment","2.0","1.0","1.0","70.0","98.0","36.0"
"38521589","f","Waterfront Communities-The Island","M5V0J8","Condominium","3.0","1.0","1.0","160.0","98.0","36.0"
"38521593","f","Waterfront Communities-The Island","M5V 0J8","Condominium","2.0","1.0","1.0","160.0","98.0","32.0"
"38521760","f","Waterfront Communities-The Island","M5V 2B6","Apartment","4.0","1.0","1.0","139.0","84.0","156.0"
"38523494","f","Niagara","M5V 1A9","Condominium","2.0","1.0","0.0","175.0","100.0","74.0"
"38546927","t","Waterfront Communities-The Island","M5V 2R2","House","3.0","1.0","1.0","99.0","96.0","49.0"
"38552407","t","Waterfront Communities-The Island","M5V 2R2","House","2.0","1.0","1.0","89.0","98.0","35.0"
"38577885","f","Waterfront Communities-The Island","M5V 0J8","Condominium","6.0","1.0","2.0","65.0","92.0","104.0"
"38582573","t","Waterfront Communities-The Island","M5V 0J8","Condominium","5.0","2.0","2.0","150.0","97.0","46.0"
"38584474","t","Niagara","M5V 2P1","Condominium","2.0","1.0","0.0","109.0","100.0","3.0"
"38598264","t","Waterfront Communities-The Island","M5V 2P1","Condominium","2.0","1.0","0.0","109.0","96.0","64.0"
"38628221","f","Waterfront Communities-The Island","M5V 4A9","Apartment","4.0","1.0","2.0","121.0","88.0","103.0"
"38639101","f","Waterfront Communities-The Island","M5V 3V1","Condominium","6.0","2.0","2.0","144.0","null","183.0"
"38642675","t","Waterfront Communities-The Island","M5V 0J9","Condominium","7.0","2.0","3.0","399.0","86.0","125.0"
"38671883","f","Waterfront Communities-The Island","M5V 4B2","Condominium","2.0","1.0","1.0","76.0","60.0","90.0"
"38672333","t","Waterfront Communities-The Island","M5V 4A9","Condominium","6.0","1.0","1.0","350.0","100.0","221.0"
"38676898","f","Waterfront Communities-The Island","M5V 0L7","Condominium","2.0","1.0","1.0","500.0","null","90.0"
"38697803","f","Niagara","M5V 0G8","Condominium","2.0","1.0","1.0","150.0","null","90.0"
"38698241","f","Waterfront Communities-The Island","M5V 3Z9","Condominium","2.0","1.0","1.0","76.0","100.0","15.0"
"38699651","t","Niagara","M5V 4A1","Apartment","2.0","1.0","1.0","121.0","null","59.0"
"38701760","t","Waterfront Communities-The Island","M5V 0K3","Condominium","4.0","1.0","1.0","1000.0","96.0","182.0"
"38721091","f","Waterfront Communities-The Island","M5V 1C1","Condominium","2.0","1.0","1.0","76.0","60.0","38.0"
"38726822","f","Waterfront Communities-The Island","M5V 0J9","Condominium","2.0","1.0","0.0","121.0","95.0","42.0"
"38726915","t","Niagara","M5V 4A1","Condominium","2.0","1.0","1.0","90.0","null","59.0"
"38729205","t","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","1.0","129.0","100.0","52.0"
"38731402","f","Niagara","M5V 1A9","Condominium","8.0","2.0","2.0","200.0","80.0","213.0"
"38741799","f","Waterfront Communities-The Island","M5V 3A7","Condominium","2.0","1.0","1.0","95.0","90.0","90.0"
"38753420","f","Niagara","M5V 4A2","Condominium","2.0","1.0","1.0","150.0","85.0","9.0"
"38770082","t","Niagara","M5V 1A9","Apartment","3.0","1.0","1.0","125.0","100.0","154.0"
"38772873","f","Waterfront Communities-The Island","M5V 1M3","Condominium","4.0","2.0","2.0","260.0","90.0","75.0"
"38777070","f","Waterfront Communities-The Island","M5V 4B3","Condominium","4.0","2.0","2.0","137.0","100.0","164.0"
"38783915","f","Waterfront Communities-The Island","M5V 4B2","Apartment","6.0","2.0","3.0","188.0","94.0","61.0"
"38797747","f","Niagara","M5V 2W9","Condominium","4.0","1.0","1.0","200.0","80.0","88.0"
"38825784","t","Waterfront Communities-The Island","M5V 2P1","Condominium","1.0","1.0","1.0","99.0","100.0","76.0"
"38826342","t","Waterfront Communities-The Island","M5V 2P1","Condominium","8.0","2.0","3.0","239.0","100.0","60.0"
"38865952","t","Waterfront Communities-The Island","M5V 4A9","Condominium","2.0","1.0","1.0","170.0","98.0","3.0"
"38908106","t","Niagara","M5V 4A2","Condominium","6.0","1.0","1.0","199.0","94.0","77.0"
"38949557","f","Waterfront Communities-The Island","M5V 3P6","Condominium","4.0","1.0","1.0","150.0","100.0","33.0"
"38962301","f","Waterfront Communities-The Island","M5V 1P6","Condominium","4.0","2.0","2.0","180.0","100.0","79.0"
"39006461","f","Waterfront Communities-The Island","M5V 3P7","Condominium","3.0","1.0","1.0","147.0","100.0","121.0"
"39007305","f","Waterfront Communities-The Island","M5V 2V6","Condominium","5.0","1.0","1.0","137.0","95.0","234.0"
"39021827","t","Niagara","M5V 4A1","Condominium","4.0","1.0","1.0","119.0","100.0","34.0"
"39023454","f","Waterfront Communities-The Island","M5V 3W9","Condominium","2.0","1.0","1.0","139.0","80.0","25.0"
"39030595","t","Waterfront Communities-The Island","M5V 0J8","Condominium","5.0","1.0","2.0","134.0","97.0","121.0"
"39032455","t","Waterfront Communities-The Island","M5V 4A9","Condominium","5.0","1.0","2.0","159.0","94.0","226.0"
"39035639","t","Waterfront Communities-The Island","M5V 2B4","Apartment","5.0","1.0","2.0","141.0","100.0","215.0"
"39036425","f","Waterfront Communities-The Island","M5V 0G5","Condominium","2.0","1.0","1.0","121.0","null","172.0"
"39036964","f","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","1.0","121.0","88.0","229.0"
"39059056","f","Waterfront Communities-The Island","M5V 0E9","Condominium","6.0","2.0","2.0","500.0","87.0","217.0"
"39059423","f","Waterfront Communities-The Island","M5V 3W6","Condominium","4.0","1.0","1.0","350.0","70.0","99.0"
"39059620","f","Waterfront Communities-The Island","M5V 3W6","Condominium","6.0","2.0","2.0","449.0","null","105.0"
"39059780","f","Waterfront Communities-The Island","M5V 0E9","Condominium","7.0","2.0","3.0","601.0","85.0","203.0"
"39077914","f","Waterfront Communities-The Island","M5V 0J8","Condominium","7.0","1.0","2.0","160.0","94.0","127.0"
"39086757","f","Waterfront Communities-The Island","M5V 1S1","Condominium","2.0","1.5","1.0","125.0","100.0","5.0"
"39087959","t","Waterfront Communities-The Island","M5V 3A2","Condominium","2.0","1.0","1.0","78.0","97.0","204.0"
"39106648","t","Waterfront Communities-The Island","M5V 3P6","Condominium","2.0","1.0","1.0","115.0","98.0","36.0"
"39107586","t","Niagara","M5V 4A2","Apartment","4.0","2.0","2.0","99.0","93.0","135.0"
"39109822","f","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","1.0","150.0","100.0","24.0"
"39127274","t","Waterfront Communities-The Island","M5V 1V3","Condominium","4.0","1.0","1.0","160.0","96.0","65.0"
"39137057","t","Waterfront Communities-The Island","M5V 0L7","Condominium","2.0","1.0","0.0","121.0","98.0","40.0"
"39155110","t","Waterfront Communities-The Island","M5V 2R2","Apartment","2.0","1.0","1.0","78.0","98.0","35.0"
"39173896","t","Waterfront Communities-The Island","M5V 4B1","Condominium","4.0","1.0","1.0","1000.0","97.0","184.0"
"39177139","t","Waterfront Communities-The Island","M5V 1Z4","Condominium","2.0","1.0","0.0","98.0","98.0","115.0"
"39178890","f","Waterfront Communities-The Island","M5V 4B3","Condominium","3.0","1.0","1.0","180.0","100.0","7.0"
"39197123","t","Waterfront Communities-The Island","M5V 0J8","Condominium","4.0","1.0","1.0","200.0","96.0","231.0"
"39203190","f","Waterfront Communities-The Island","M5V 3K8","Condominium","6.0","2.5","2.0","2049.0","null","103.0"
"39205286","t","Waterfront Communities-The Island","M5V 3P6","Apartment","4.0","1.0","1.0","179.0","91.0","82.0"
"39229756","f","Waterfront Communities-The Island","M5V 0E9","Condominium","8.0","2.0","2.0","298.0","93.0","209.0"
"39231032","t","Waterfront Communities-The Island","M5V 0J9","Condominium","2.0","1.0","0.0","105.0","99.0","44.0"
"39247899","t","Waterfront Communities-The Island","M5V 0G6","Condominium","2.0","1.0","1.0","179.0","98.0","51.0"
"39278378","f","Waterfront Communities-The Island","M5V 4A9","Condominium","2.0","1.0","1.0","85.0","96.0","34.0"
"39313898","f","Niagara","M5V 0G8","Condominium","2.0","1.0","1.0","87.0","null","89.0"
"39333688","t","Niagara","M5V 0H8","Condominium","3.0","1.0","1.0","65.0","99.0","33.0"
"39344405","f","Waterfront Communities-The Island","M5V 1M3","Condominium","10.0","1.5","2.0","500.0","86.0","171.0"
"39363059","t","Waterfront Communities-The Island","M5V 0J8","Apartment","6.0","2.0","2.0","150.0","93.0","145.0"
"39390585","t","Waterfront Communities-The Island","M5V 0G6","Condominium","2.0","1.0","0.0","99.0","94.0","200.0"
"39394249","t","Waterfront Communities-The Island","M5V 0J8","Condominium","2.0","1.0","1.0","54.0","null","40.0"
"39394470","t","Waterfront Communities-The Island","M5V 0J8","Condominium","1.0","1.0","1.0","70.0","null","40.0"
"39413711","f","Waterfront Communities-The Island","M5V 0J8","Condominium","4.0","1.0","1.0","99.0","94.0","78.0"
"39422124","f","Waterfront Communities-The Island","M5V 2B7","Condominium","10.0","2.0","3.0","99.0","null","29.0"
"39434349","f","Waterfront Communities-The Island","M5V 0H1","Condominium","2.0","1.0","1.0","99.0","100.0","190.0"
"39444137","t","Waterfront Communities-The Island","M5V 0G9","Condominium","2.0","1.0","1.0","1000.0","90.0","197.0"
"39462865","f","Waterfront Communities-The Island","M5V 1C1","Condominium","6.0","1.0","2.0","200.0","100.0","83.0"
"39464803","t","Waterfront Communities-The Island","M5V 0G6","Condominium","4.0","1.0","1.0","139.0","98.0","147.0"
"39466986","t","Waterfront Communities-The Island","M5V 0P1","Condominium","2.0","1.0","1.0","200.0","98.0","178.0"
"39505116","t","Waterfront Communities-The Island","M5V","Condominium","4.0","1.0","1.0","99.0","93.0","189.0"
"39505369","f","Waterfront Communities-The Island","M5V 4A9","Condominium","6.0","1.0","2.0","180.0","83.0","85.0"
"39550165","f","Waterfront Communities-The Island","M5V 4A5","Condominium","2.0","1.0","1.0","139.0","81.0","161.0"
"39551825","f","Waterfront Communities-The Island","M5V 4B2","Condominium","5.0","1.5","2.0","148.0","92.0","100.0"
"39560806","f","Waterfront Communities-The Island","M5V 3A7","Apartment","2.0","1.0","1.0","76.0","null","14.0"
"39606238","t","Waterfront Communities-The Island","M5V 1C1","Condominium","4.0","1.0","1.0","1000.0","92.0","226.0"
"39613111","f","Waterfront Communities-The Island","M5V 3B7","Apartment","2.0","1.0","1.0","141.0","null","229.0"
"39640517","f","Waterfront Communities-The Island","M5V 1M5","Condominium","4.0","1.0","1.0","89.0","100.0","150.0"
"39645971","f","Waterfront Communities-The Island","M5V 3R6","Condominium","4.0","1.0","1.0","251.0","100.0","85.0"
"39651629","t","Niagara","M5V 4A2","Condominium","2.0","1.0","1.0","200.0","100.0","133.0"
"39653945","t","Waterfront Communities-The Island","M5V","Condominium","3.0","1.0","1.0","99.0","100.0","175.0"
"39656729","f","Waterfront Communities-The Island","M5V 3v3","Condominium","7.0","1.0","2.0","361.0","86.0","176.0"
"39675550","f","Waterfront Communities-The Island","M5V 4A9","Condominium","6.0","1.0","2.0","239.0","88.0","77.0"
"39684795","f","Waterfront Communities-The Island","M5V 0J8","Condominium","3.0","1.0","1.0","399.0","100.0","90.0"
"39690283","t","Niagara","M5V 4A2","Condominium","2.0","1.0","1.0","70.0","100.0","64.0"
"39698214","f","Waterfront Communities-The Island","M5V 0J8","Condominium","2.0","1.0","1.0","227.0","null","90.0"
"39733732","t","Waterfront Communities-The Island","M5V 4A5","Condominium","3.0","1.0","1.0","184.0","100.0","198.0"
"39736254","f","Waterfront Communities-The Island","M5V 0J8","Condominium","6.0","2.0","3.0","199.0","100.0","174.0"
"39779098","f","Waterfront Communities-The Island","M5V 1T4","Condominium","2.0","1.0","1.0","251.0","98.0","211.0"
"39793184","f","Waterfront Communities-The Island","M5V 4A9","Condominium","6.0","1.0","2.0","251.0","90.0","164.0"
"39814446","t","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","1.0","93.0","98.0","83.0"
"39814572","f","Waterfront Communities-The Island","M5V 4A5","Condominium","3.0","1.0","1.0","130.0","98.0","123.0"
"39814917","f","Waterfront Communities-The Island","M5V 4A5","Condominium","4.0","2.0","2.0","180.0","81.0","179.0"
"39817127","f","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","1.0","150.0","97.0","20.0"
"39817948","f","Waterfront Communities-The Island","M5V 0H5","Condominium","3.0","1.0","1.0","125.0","47.0","45.0"
"39825563","f","Waterfront Communities-The Island","M5V 1C3","House","12.0","2.0","4.0","498.0","98.0","175.0"
"39848807","t","Waterfront Communities-The Island","M5V 3P6","Condominium","5.0","1.0","1.0","129.0","97.0","37.0"
"39859863","f","Bay Street Corridor","M5V 1V3","Apartment","2.0","1.0","1.0","135.0","100.0","14.0"
"39862253","t","Waterfront Communities-The Island","M5V 1C1","Condominium","2.0","1.0","1.0","70.0","98.0","65.0"
"39864804","f","Waterfront Communities-The Island","M5V 1V3","Apartment","2.0","1.0","1.0","95.0","null","18.0"
"39865704","f","Bay Street Corridor","M5V 1V3","Apartment","2.0","1.0","1.0","135.0","null","28.0"
"39867251","f","Waterfront Communities-The Island","M5V 0L4","Apartment","2.0","1.0","1.0","130.0","80.0","38.0"
"39874077","f","Waterfront Communities-The Island","M5V 0E4","Condominium","3.0","1.0","1.0","190.0","92.0","171.0"
"39888695","t","Waterfront Communities-The Island","M5V 3S1","Condominium","3.0","1.0","1.0","80.0","100.0","32.0"
"39899481","f","Waterfront Communities-The Island","M5V 2P1","Condominium","5.0","1.0","1.0","148.0","100.0","42.0"
"39909916","f","Waterfront Communities-The Island","M5V 1C1","Condominium","2.0","1.0","1.0","200.0","null","173.0"
"39931024","t","Waterfront Communities-The Island","M5V 0J8","Condominium","6.0","1.0","2.0","168.0","100.0","176.0"
"39944163","f","Niagara","M5V 1A9","Condominium","4.0","1.0","0.0","76.0","50.0","216.0"
"39945176","t","Waterfront Communities-The Island","M5V 0J9","Condominium","6.0","3.0","2.0","99.0","98.0","220.0"
"39947465","f","Waterfront Communities-The Island","M5V 0J8","Condominium","4.0","1.0","2.0","139.0","85.0","66.0"
"39948190","f","Waterfront Communities-The Island","M5V 0E9","Condominium","8.0","2.0","3.0","187.0","null","227.0"
"39950525","f","Waterfront Communities-The Island","M5V 0G9","Condominium","3.0","1.0","1.0","118.0","98.0","24.0"
"39964345","f","Waterfront Communities-The Island","M5V 0E9","Condominium","8.0","2.0","3.0","187.0","87.0","191.0"
"39964803","f","Niagara","M5V 1B7","Condominium","4.0","1.0","2.0","95.0","null","12.0"
"39984839","f","Waterfront Communities-The Island","M5V 4B2","Condominium","4.0","1.0","1.0","148.0","93.0","43.0"
"39988546","f","Niagara","M5V 4A2","Condominium","2.0","1.0","1.0","99.0","100.0","194.0"
"39992520","f","Waterfront Communities-The Island","M5V 4A5","Condominium","6.0","2.0","2.0","251.0","null","69.0"
"40005560","t","Waterfront Communities-The Island","M5V 0J9","Condominium","4.0","1.0","1.0","129.0","95.0","9.0"
"40011003","f","Waterfront Communities-The Island","M5v0b8","Condominium","4.0","2.0","1.0","180.0","100.0","49.0"
"40012238","t","Waterfront Communities-The Island","M5V 0J9","Condominium","6.0","1.0","2.0","144.0","94.0","4.0"
"40013068","t","Waterfront Communities-The Island","M5V 0J9","Condominium","6.0","1.0","2.0","144.0","96.0","6.0"
"40015243","t","Waterfront Communities-The Island","M5V 4B2","Condominium","7.0","2.0","2.0","144.0","96.0","35.0"
"40031283","f","Waterfront Communities-The Island","M5V 0H5","Condominium","5.0","1.0","2.0","125.0","97.0","60.0"
"40033021","t","Niagara","M5V 0H8","Condominium","2.0","1.5","1.0","121.0","96.0","37.0"
"40041158","t","Waterfront Communities-The Island","M5V 4A9","Condominium","6.0","2.0","2.0","168.0","100.0","142.0"
"40067403","t","Waterfront Communities-The Island","M5V 0J8","Condominium","8.0","1.0","1.0","106.0","94.0","78.0"
"40090314","f","Waterfront Communities-The Island","M5V 3R5","Condominium","2.0","1.0","1.0","65.0","null","90.0"
"40090379","f","Waterfront Communities-The Island","M5V 3R5","Condominium","2.0","1.0","1.0","76.0","null","107.0"
"40114351","t","Waterfront Communities-The Island","M5V 4A5","Condominium","4.0","1.0","1.0","138.0","null","82.0"
"40135094","f","Niagara","M5V 4A2","Condominium","2.0","1.0","1.0","121.0","90.0","2.0"
"40139795","f","Waterfront Communities-The Island","M5V 3Z5","Condominium","3.0","1.0","1.0","89.0","80.0","144.0"
"40140140","f","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","1.0","99.0","null","89.0"
"40162142","f","Waterfront Communities-The Island","M5V 4A9","Condominium","2.0","1.0","1.0","175.0","93.0","83.0"
"40181608","f","Waterfront Communities-The Island","M5V 1T6","Condominium","1.0","1.0","1.0","50.0","null","26.0"
"40208543","f","Waterfront Communities-The Island","M5V 3V1","Condominium","3.0","1.0","1.0","121.0","null","177.0"
"40212309","f","Waterfront Communities-The Island","M5V 0J8","Condominium","5.0","1.0","1.0","99.0","97.0","174.0"
"40229364","f","Waterfront Communities-The Island","M5v 0b4","Condominium","3.0","1.0","1.0","200.0","100.0","176.0"
"40235666","t","Waterfront Communities-The Island","M5V 0P1","Condominium","2.0","1.0","1.0","200.0","98.0","181.0"
"40237829","t","Waterfront Communities-The Island","M5V 0E9","Condominium","6.0","1.0","2.0","160.0","100.0","227.0"
"40242207","t","Waterfront Communities-The Island","M5V 0E9","Condominium","4.0","2.0","2.0","199.0","null","151.0"
"40266676","t","Waterfront Communities-The Island","M5V 0J9","Condominium","8.0","2.0","3.0","80.0","97.0","47.0"
"40283224","f","Niagara","M5v 3P4,","Condominium","2.0","1.0","1.0","346.0","null","179.0"
"40287204","t","Waterfront Communities-The Island","M5V 0J8","Condominium","4.0","2.0","2.0","229.0","98.0","79.0"
"40289238","f","Waterfront Communities-The Island","M5V 1K1","Condominium","2.0","1.0","0.0","85.0","null","188.0"
"40306059","t","Niagara","M5V 4A2","Condominium","6.0","1.0","2.0","200.0","100.0","198.0"
"40308192","t","Waterfront Communities-The Island","M5V 4A5","Condominium","4.0","1.0","1.0","200.0","88.0","214.0"
"40309564","f","Waterfront Communities-The Island","M5V 1M7","Condominium","2.0","1.0","1.0","164.0","100.0","3.0"
"40311730","t","Waterfront Communities-The Island","M5V 1T4","Condominium","2.0","1.0","1.0","150.0","null","73.0"
"40368466","f","Waterfront Communities-The Island","M5V 0H5","Serviced apartment","2.0","1.0","1.0","150.0","null","35.0"
"40369247","f","Niagara","M5V 4A1","Condominium","4.0","1.0","1.0","99.0","null","50.0"
"40369837","f","Waterfront Communities-The Island","M5V 0H5","Serviced apartment","2.0","1.0","1.0","155.0","null","26.0"
"40376221","f","Niagara","M5V 2P1","Condominium","4.0","1.0","1.0","110.0","100.0","227.0"
"40392632","f","Waterfront Communities-The Island","M5V 3W6","Condominium","4.0","1.0","1.0","98.0","91.0","4.0"
"40393510","f","Waterfront Communities-The Island","M5V 0L4","Apartment","2.0","1.0","1.0","95.0","null","10.0"
"40394114","f","Waterfront Communities-The Island","M5V 1V3","Apartment","4.0","2.0","2.0","148.0","null","36.0"
"40396593","f","Waterfront Communities-The Island","M5V 1V3","Apartment","4.0","2.0","2.0","129.0","null","40.0"
"40396921","f","Waterfront Communities-The Island","M5V 1V3","Apartment","4.0","2.0","2.0","139.0","100.0","36.0"
"40422222","f","Waterfront Communities-The Island","M5V 1C1","Apartment","2.0","1.0","1.0","251.0","null","172.0"
"40424531","f","Waterfront Communities-The Island","M5V 3H9","Condominium","2.0","1.0","1.0","99.0","93.0","5.0"
"40466935","f","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","1.0","119.0","92.0","27.0"
"40486895","t","Niagara","M5V 1A9","Condominium","4.0","1.0","1.0","130.0","100.0","28.0"
"40490018","t","Waterfront Communities-The Island","M5V 4A9","Condominium","5.0","1.0","1.0","150.0","91.0","193.0"
"40508586","f","Waterfront Communities-The Island","M5V 4A9","Condominium","4.0","1.0","1.0","186.0","100.0","217.0"
"40512648","t","Waterfront Communities-The Island","M5V 4A9","Condominium","2.0","1.0","1.0","80.0","null","46.0"
"40513136","t","Waterfront Communities-The Island","M5V 4A9","Condominium","1.0","1.0","1.0","65.0","null","46.0"
"40534980","t","Niagara","M5V 2P1","Condominium","6.0","2.0","2.0","1000.0","97.0","215.0"
"40536131","f","Waterfront Communities-The Island","M5V 3X1","Apartment","16.0","1.5","2.0","300.0","100.0","171.0"
"40552552","f","Waterfront Communities-The Island","M5V 3A7","Apartment","2.0","1.0","1.0","50.0","null","88.0"
"40560439","f","Niagara","M5V 4A1","Apartment","6.0","1.0","2.0","97.0","null","236.0"
"40565014","f","Niagara","M5V 4A1","Condominium","4.0","1.0","0.0","76.0","100.0","216.0"
"40568224","f","Waterfront Communities-The Island","M5V 3Z6","Condominium","6.0","2.0","3.0","399.0","null","151.0"
"40568718","f","Waterfront Communities-The Island","M5V 4B2","Condominium","1.0","1.0","1.0","54.0","null","89.0"
"40586315","f","Waterfront Communities-The Island","M5V 0L4","Condominium","2.0","1.0","1.0","121.0","100.0","82.0"
"40589722","f","Niagara","M5V 4A1","Apartment","4.0","1.0","1.0","97.0","null","143.0"
"40602778","f","Waterfront Communities-The Island","M5V 1P6","Condominium","4.0","1.0","1.0","141.0","96.0","113.0"
"40611988","f","Waterfront Communities-The Island","M5V 0E9","Apartment","4.0","2.0","2.0","111.0","null","190.0"
"40614645","t","Waterfront Communities-The Island","M5V 2M6","Loft","4.0","1.0","1.0","95.0","100.0","174.0"
"40616822","f","Waterfront Communities-The Island","M5V 0J9","Condominium","4.0","1.0","2.0","121.0","96.0","124.0"
"40618831","t","Waterfront Communities-The Island","M5V 0E9","Condominium","8.0","1.0","2.0","1000.0","100.0","204.0"
"40622133","f","Niagara","M5V 3Y2","Dome house","2.0","1.0","1.0","127.0","null","179.0"
"40631337","f","Niagara","M5V 2K3","Condominium","4.0","1.0","1.0","1000.0","null","225.0"
"40633740","f","Waterfront Communities-The Island","M5V 0G9","Condominium","2.0","1.0","1.0","168.0","null","171.0"
"40638188","f","Niagara","M5V 4A2","Condominium","4.0","1.0","1.0","107.0","97.0","15.0"
"40656278","f","Waterfront Communities-The Island","M5V 0G9","Apartment","2.0","1.0","1.0","90.0","100.0","36.0"
"40668981","f","Waterfront Communities-The Island","M5V 0P1","Condominium","2.0","1.0","0.0","150.0","100.0","9.0"
"40679015","f","Waterfront Communities-The Island","M5V 4B2","Condominium","6.0","2.0","2.0","229.0","100.0","174.0"
"40682555","t","Waterfront Communities-The Island","M5V 1V3","Condominium","2.0","1.0","1.0","40.0","96.0","5.0"
"40700110","f","Niagara","M5V 1A9","Condominium","4.0","1.0","1.0","111.0","100.0","229.0"
"40700271","f","Niagara","M5V 1A9","Condominium","4.0","1.0","1.0","97.0","40.0","229.0"
"40701931","f","Waterfront Communities-The Island","M5V 3Y3","Condominium","6.0","1.0","2.0","111.0","100.0","140.0"
"40702226","f","Waterfront Communities-The Island","M5V 3P6","Apartment","3.0","1.0","1.0","148.0","null","89.0"
"40702870","f","Waterfront Communities-The Island","M5V 2V6","Condominium","5.0","1.0","1.0","113.0","100.0","233.0"
"40706888","f","Waterfront Communities-The Island","M5V 0H5","Apartment","2.0","1.0","0.0","148.0","null","89.0"
"40707967","t","Waterfront Communities-The Island","M5V 1V3","Condominium","1.0","1.0","1.0","30.0","96.0","8.0"
"40711050","f","Niagara","M5V 1A9","Condominium","8.0","2.0","2.0","288.0","100.0","89.0"
"40725304","f","Waterfront Communities-The Island","M5V 3Y3","Condominium","4.0","2.0","2.0","127.0","null","90.0"
"40729677","f","Waterfront Communities-The Island","M5V 4B2","Condominium","2.0","1.0","1.0","54.0","100.0","68.0"
